,Date,open,high,low,close,volume,volume Currency
0,1742347800000,0.2063,0.2063,0.2037,0.2037,52278.4,10693.62596
1,1742349600000,0.2037,0.2045,0.2036,0.2044,32385.5,6616.8609
2,1742351400000,0.2044,0.2048,0.2042,0.2048,15832.6,3236.0606
3,1742353200000,0.2048,0.2052,0.2039,0.2039,6119.1,1252.152
4,1742355000000,0.2039,0.2051,0.2037,0.2051,33925.7,6932.56842
5,1742356800000,0.2051,0.2057,0.2051,0.2051,4793.7,984.26035
6,1742358600000,0.2051,0.2054,0.2049,0.2052,8248.2,1691.39388
7,1742360400000,0.2052,0.2058,0.2052,0.2057,16175.8,3326.16836
8,1742362200000,0.2057,0.2065,0.2056,0.2064,34425.5,7092.23004
9,1742364000000,0.2064,0.2065,0.2057,0.2061,19818,4086.12943
10,1742365800000,0.2061,0.2062,0.2057,0.2061,16842.8,3467.49323
11,1742367600000,0.2061,0.2061,0.2053,0.2059,10613.4,2182.35245
12,1742369400000,0.2059,0.2059,0.2036,0.2036,44624.4,9142.03334
13,1742371200000,0.2036,0.2048,0.2036,0.2042,4557.2,931.22773
14,1742373000000,0.2042,0.2046,0.2038,0.204,1546.2,316.01364
15,1742374800000,0.204,0.2052,0.2038,0.205,27399.1,5602.63116
16,1742376600000,0.205,0.205,0.2037,0.2042,61888.9,12616.34048
17,1742378400000,0.2042,0.2049,0.2039,0.2043,37928.8,7759.18964
18,1742380200000,0.2043,0.207,0.2043,0.206,236335.5,48729.21605
19,1742382000000,0.206,0.2095,0.206,0.2089,91506.1,18942.96284
20,1742383800000,0.2089,0.2105,0.2089,0.2101,45746.8,9603.25291
21,1742385600000,0.2101,0.2101,0.209,0.2091,31307.4,6559.96942
22,1742387400000,0.2091,0.2091,0.2073,0.2081,26298.3,5468.82599
23,1742389200000,0.2081,0.2104,0.2075,0.2089,150598.7,31393.52379
24,1742391000000,0.2089,0.2094,0.2079,0.209,49748.9,10372.12535
25,1742392800000,0.209,0.2105,0.209,0.21,75136.4,15787.9379
26,1742394600000,0.21,0.2113,0.2091,0.2113,46002.3,9664.82804
27,1742396400000,0.2113,0.2118,0.2104,0.2113,78171.6,16482.26659
28,1742398200000,0.2113,0.2123,0.2111,0.212,87795.4,18589.34421
29,1742400000000,0.212,0.2127,0.2105,0.2123,68616.1,14534.34094
30,1742401800000,0.2123,0.2123,0.2115,0.2121,31127.8,6597.94318
31,1742403600000,0.2121,0.2126,0.2113,0.2113,21182.6,4486.10496
32,1742405400000,0.2113,0.2113,0.2089,0.2104,147494.3,30885.49525
33,1742407200000,0.2104,0.213,0.209,0.2101,244245,51483.00066
34,1742409000000,0.2101,0.2135,0.2101,0.2129,82660.2,17611.50352
35,1742410800000,0.2129,0.2137,0.2113,0.2113,85438.9,18198.37791
36,1742412600000,0.2113,0.2121,0.2113,0.2117,9534.6,2017.89398
37,1742414400000,0.2117,0.2128,0.2117,0.2126,6289.2,1336.5127
38,1742416200000,0.2126,0.2127,0.2116,0.2116,51525.9,10913.15099
39,1742418000000,0.2116,0.2124,0.2116,0.212,25961.3,5502.89254
40,1742419800000,0.212,0.2121,0.2107,0.211,22743.1,4807.1444
41,1742421600000,0.211,0.2122,0.2109,0.2117,25668.1,5429.91125
42,1742423400000,0.2117,0.2128,0.2116,0.212,33160,7047.28178
43,1742425200000,0.212,0.2123,0.2111,0.2119,9456.2,2002.16038
44,1742427000000,0.2119,0.2128,0.2117,0.2124,10699.8,2271.11221
45,1742428800000,0.2124,0.2135,0.2116,0.2121,41080.7,8752.03224
46,1742430600000,0.2121,0.2122,0.2104,0.2108,10478.4,2215.0255
47,1742432400000,0.2108,0.2113,0.2103,0.2106,11483.6,2420.81222
48,1742434200000,0.2106,0.2106,0.2099,0.2101,14243.3,2994.0677
49,1742436000000,0.2101,0.2104,0.21,0.21,2106.3,442.80025
