,Date,open,high,low,close,volume,volume Currency
0,1741428000000,0.1067,0.1077,0.1053,0.1065,375851.3,40158.11381
1,1741449600000,0.1065,0.1086,0.1051,0.1078,1082311.9,115481.27715
2,1741471200000,0.1078,0.1078,0.1059,0.1067,300290.1,32093.50023
3,1741492800000,0.1067,0.1067,0.1038,0.1038,358829.5,37778.30692
4,1741514400000,0.1038,0.1046,0.0996,0.0999,282975.6,28782.16733
5,1741536000000,0.0999,0.1006,0.0943,0.0952,378333.4,36481.83843
6,1741557600000,0.0952,0.0995,0.0943,0.0991,193090,18662.83493
7,1741579200000,0.0991,0.1036,0.0987,0.1013,242952,24385.32876
8,1741600800000,0.1013,0.1032,0.0961,0.0989,348352.1,34733.88204
9,1741622400000,0.0989,0.099,0.0901,0.0954,537570.6,50692.88464
10,1741644000000,0.0954,0.096,0.0865,0.0937,839922.1,76697.05679
11,1741665600000,0.0937,0.0975,0.0935,0.0958,593266.5,56905.98673
12,1741687200000,0.0958,0.098,0.0928,0.0972,980735,93551.63859
13,1741708800000,0.0972,0.1011,0.0958,0.1001,622791.4,61718.52569
14,1741730400000,0.1001,0.1006,0.0959,0.0959,499009.9,49207.25992
15,1741752000000,0.0959,0.0995,0.0948,0.0989,1634614.1,159968.61973
16,1741773600000,0.0989,0.1023,0.0956,0.0979,470475.1,46797.69758
17,1741795200000,0.0979,0.1014,0.0979,0.1003,211363.4,21104.56597
18,1741816800000,0.1003,0.1019,0.0993,0.1001,2021083.5,203564.57667
19,1741838400000,0.1001,0.1009,0.0976,0.1008,249089.5,24660.46048
20,1741860000000,0.1008,0.1012,0.0974,0.0982,1360823.1,134806.40445
21,1741881600000,0.0982,0.0983,0.0951,0.0963,583332.1,55892.90946
22,1741903200000,0.0963,0.0992,0.0963,0.0984,269115.1,26423.09823
23,1741924800000,0.0984,0.1003,0.0984,0.1,242795.4,24222.42717
24,1741946400000,0.1,0.1044,0.1,0.1035,121922.1,12475.42304
25,1741968000000,0.1035,0.1046,0.1024,0.1029,417442.3,43302.32748
26,1741989600000,0.1029,0.103,0.1007,0.1013,1559948.2,158578.42722
27,1742011200000,0.1013,0.1026,0.1012,0.1022,37353,3812.26783
28,1742032800000,0.1022,0.103,0.1021,0.103,92656.3,9499.8675
29,1742054400000,0.103,0.1042,0.1026,0.1039,150271,15547.21538
30,1742076000000,0.1039,0.104,0.1022,0.1029,62699.1,6480.53243
31,1742097600000,0.1029,0.1039,0.1021,0.1022,56128,5784.19071
32,1742119200000,0.1022,0.1027,0.0979,0.0993,313117.3,31046.16635
33,1742140800000,0.0993,0.1017,0.0977,0.0984,697453.2,68834.65435
34,1742162400000,0.0984,0.1008,0.0975,0.1008,1204851.4,118559.43051
35,1742184000000,0.1008,0.1017,0.0988,0.1016,156044.9,15636.16738
36,1742205600000,0.1016,0.1048,0.1011,0.1024,439861.4,45077.56814
37,1742227200000,0.1024,0.1064,0.1019,0.1059,755541.9,78969.30063
38,1742248800000,0.1059,0.106,0.1012,0.1015,372245.4,38948.84046
39,1742270400000,0.1015,0.1023,0.1001,0.1021,123861.1,12540.63967
40,1742292000000,0.1021,0.1026,0.0986,0.0986,106454.4,10743.91044
41,1742313600000,0.0986,0.1013,0.0979,0.1006,701758.9,69350.78025
42,1742335200000,0.1006,0.105,0.1005,0.1048,541378.9,56355.80659
43,1742356800000,0.1048,0.1055,0.1037,0.104,134761.4,14112.24357
44,1742378400000,0.104,0.1071,0.1036,0.107,302587.8,31986.4492
45,1742400000000,0.107,0.108,0.1044,0.107,361381.6,38471.52674
46,1742421600000,0.107,0.108,0.1053,0.1064,177349.9,18922.0675
47,1742443200000,0.1064,0.1084,0.1053,0.1081,399047,42682.09253
48,1742464800000,0.1081,0.1097,0.1058,0.1075,798482.9,85805.23803
49,1742486400000,0.1075,0.109,0.1061,0.1085,150315.1,16188.62001
