,Date,open,high,low,close,volume,volume Currency
0,1741780800000,0.0995,0.1023,0.0956,0.0979,365795.3,36461.20559
1,1741795200000,0.0979,0.101,0.0979,0.0997,142536.2,14199.16867
2,1741809600000,0.0997,0.1014,0.0995,0.1011,1294376.6,129996.01417
3,1741824000000,0.1011,0.1019,0.0993,0.1001,795534.1,80473.9598
4,1741838400000,0.1001,0.1007,0.098,0.0983,183067,18124.22467
5,1741852800000,0.0983,0.1009,0.0976,0.0995,147709,14694.88502
6,1741867200000,0.0995,0.1012,0.0974,0.0982,1279136.6,126647.75524
7,1741881600000,0.0982,0.0983,0.0951,0.0955,514130.7,49269.8571
8,1741896000000,0.0955,0.0988,0.0951,0.0976,163042.6,15795.61444
9,1741910400000,0.0976,0.0992,0.0973,0.0984,175273.9,17250.53615
10,1741924800000,0.0984,0.0996,0.0984,0.0993,98969.7,9831.62144
11,1741939200000,0.0993,0.1008,0.0991,0.1007,156664.8,15682.68535
12,1741953600000,0.1007,0.1044,0.1006,0.1035,109083,11183.54342
13,1741968000000,0.1035,0.1046,0.1028,0.1035,321461,33456.5762
14,1741982400000,0.1035,0.1035,0.1013,0.1018,1146388.2,116754.78463
15,1741996800000,0.1018,0.1021,0.1007,0.1013,509541.3,51669.39387
16,1742011200000,0.1013,0.1026,0.1012,0.1021,27057.2,2762.02475
17,1742025600000,0.1021,0.103,0.1015,0.103,39737.2,4066.17236
18,1742040000000,0.103,0.103,0.1021,0.103,63214.9,6483.93822
19,1742054400000,0.103,0.1038,0.1026,0.1031,76352.5,7875.37148
20,1742068800000,0.1031,0.1042,0.1031,0.1035,99633.9,10340.72525
21,1742083200000,0.1035,0.1035,0.1022,0.1029,36983.7,3811.65108
22,1742097600000,0.1029,0.1039,0.1029,0.1032,8821.1,911.68234
23,1742112000000,0.1032,0.1037,0.0996,0.0999,93503.7,9519.17025
24,1742126400000,0.0999,0.1007,0.0979,0.0993,266920.5,26399.50447
25,1742140800000,0.0993,0.1017,0.0979,0.0983,121809.6,12233.56897
26,1742155200000,0.0983,0.099,0.0975,0.0983,1644374.9,161678.11255
27,1742169600000,0.0983,0.1008,0.0981,0.1008,136120.1,13482.40334
28,1742184000000,0.1008,0.101,0.0988,0.1008,124867.7,12477.92724
29,1742198400000,0.1008,0.1029,0.1,0.1025,114976.8,11693.6572
30,1742212800000,0.1025,0.1048,0.1012,0.1024,356061.8,36542.15108
31,1742227200000,0.1024,0.1056,0.1019,0.1047,596304.5,62139.46587
32,1742241600000,0.1047,0.1064,0.1045,0.1053,386781.6,40810.89199
33,1742256000000,0.1053,0.1055,0.1012,0.1015,144701.2,14967.78323
34,1742270400000,0.1015,0.1019,0.1001,0.1012,68718.7,6943.7736
35,1742284800000,0.1012,0.1026,0.1009,0.1015,86379.9,8791.39942
36,1742299200000,0.1015,0.1022,0.0986,0.0986,75216.9,7549.37709
37,1742313600000,0.0986,0.1002,0.0979,0.1002,588105,57916.64737
38,1742328000000,0.1002,0.1024,0.0997,0.1024,187555.8,18932.17758
39,1742342400000,0.1024,0.105,0.1022,0.1048,467477,48857.76189
40,1742356800000,0.1048,0.1055,0.1043,0.1043,101011.9,10600.03824
41,1742371200000,0.1043,0.1062,0.1036,0.1058,99746.6,10436.03914
42,1742385600000,0.1058,0.1071,0.1048,0.107,236590.7,25062.61539
43,1742400000000,0.107,0.108,0.1044,0.1066,228813.8,24317.15095
44,1742414400000,0.1066,0.108,0.1065,0.1075,228402.6,24426.93217
45,1742428800000,0.1075,0.1078,0.1053,0.1064,81515.1,8649.51112
46,1742443200000,0.1064,0.1064,0.1053,0.1057,104968.3,11090.3846
47,1742457600000,0.1057,0.1084,0.1056,0.1064,618935.9,66332.31645
48,1742472000000,0.1064,0.1097,0.1061,0.1075,473625.7,51064.62951
49,1742486400000,0.1075,0.109,0.1061,0.1085,150315.1,16188.62001
