,Date,open,high,low,close,volume,volume Currency
0,1742259600000,0.2039,0.2046,0.2017,0.2022,45373.5,9189.23458
1,1742263200000,0.2022,0.2042,0.2022,0.2024,68241.9,13864.02931
2,1742266800000,0.2024,0.2025,0.2001,0.2004,88834.5,17852.77912
3,1742270400000,0.2004,0.2022,0.2003,0.2008,67640.1,13602.41783
4,1742274000000,0.2008,0.2016,0.2004,0.2013,26383,5310.97207
5,1742277600000,0.2013,0.2017,0.1991,0.2001,153732.1,30720.86124
6,1742281200000,0.2001,0.2021,0.1999,0.2012,52191.8,10500.64981
7,1742284800000,0.2012,0.2021,0.2002,0.202,56578.5,11421.45552
8,1742288400000,0.202,0.2034,0.2019,0.2021,64695,13126.37903
9,1742292000000,0.2021,0.2026,0.2012,0.2018,56226.3,11350.00634
10,1742295600000,0.2018,0.2023,0.2004,0.2007,36699.3,7393.41239
11,1742299200000,0.2007,0.2019,0.2005,0.2011,44026.5,8847.91966
12,1742302800000,0.2011,0.2017,0.1979,0.1984,58605.6,11692.02653
13,1742306400000,0.1984,0.2001,0.1979,0.1996,85036.8,16932.46237
14,1742310000000,0.1996,0.2003,0.1975,0.1978,30614.7,6097.59241
15,1742313600000,0.1978,0.1998,0.1967,0.1985,185625.8,36831.54052
16,1742317200000,0.1985,0.199,0.1957,0.1965,200896.4,39484.01936
17,1742320800000,0.1965,0.1981,0.1959,0.1978,265071.9,52137.40859
18,1742324400000,0.1978,0.2008,0.1977,0.2003,203446.5,40531.82277
19,1742328000000,0.2003,0.2016,0.1997,0.2015,53069.6,10659.18112
20,1742331600000,0.2015,0.2024,0.2007,0.2012,95343.2,19209.3757
21,1742335200000,0.2012,0.2042,0.2012,0.2042,104708.5,21233.89968
22,1742338800000,0.2042,0.2058,0.2041,0.2056,72779.2,14913.96317
23,1742342400000,0.2056,0.2067,0.2053,0.2061,229009.9,47091.3506
24,1742346000000,0.2061,0.207,0.2037,0.2037,95060.3,19523.12402
25,1742349600000,0.2037,0.2048,0.2036,0.2048,48218.1,9852.9215
26,1742353200000,0.2048,0.2052,0.2037,0.2051,40044.8,8184.72042
27,1742356800000,0.2051,0.2057,0.2049,0.2052,13041.9,2675.65423
28,1742360400000,0.2052,0.2065,0.2052,0.2064,50601.3,10418.3984
29,1742364000000,0.2064,0.2065,0.2057,0.2061,36660.8,7553.62266
30,1742367600000,0.2061,0.2061,0.2036,0.2036,55237.8,11324.38579
31,1742371200000,0.2036,0.2048,0.2036,0.204,6103.4,1247.24137
32,1742374800000,0.204,0.2052,0.2037,0.2042,89288,18218.97164
33,1742378400000,0.2042,0.207,0.2039,0.206,274264.3,56488.40569
34,1742382000000,0.206,0.2105,0.206,0.2101,137252.9,28546.21575
35,1742385600000,0.2101,0.2101,0.2073,0.2081,57605.7,12028.79541
36,1742389200000,0.2081,0.2104,0.2075,0.209,200347.6,41765.64914
37,1742392800000,0.209,0.2113,0.209,0.2113,121138.7,25452.76594
38,1742396400000,0.2113,0.2123,0.2104,0.212,165967,35071.6108
39,1742400000000,0.212,0.2127,0.2105,0.2121,99743.9,21132.28412
40,1742403600000,0.2121,0.2126,0.2089,0.2104,168676.9,35371.60021
41,1742407200000,0.2104,0.2135,0.209,0.2129,326905.2,69094.50418
42,1742410800000,0.2129,0.2137,0.2113,0.2117,94973.5,20216.27189
43,1742414400000,0.2117,0.2128,0.2116,0.2116,57815.1,12249.66369
44,1742418000000,0.2116,0.2124,0.2107,0.211,48704.4,10310.03694
45,1742421600000,0.211,0.2128,0.2109,0.212,58828.1,12477.19303
46,1742425200000,0.212,0.2128,0.2111,0.2124,20156,4273.27259
47,1742428800000,0.2124,0.2135,0.2104,0.2108,51559.1,10967.05774
48,1742432400000,0.2108,0.2113,0.2099,0.2101,25726.9,5414.87992
49,1742436000000,0.2101,0.2104,0.21,0.21,2106.3,442.80025
